001,/AppHdr
002,/AppHdr/CharSet
003,/AppHdr/Fr
004,/AppHdr/Fr/OrgId
005,/AppHdr/Fr/OrgId/Nm
006,/AppHdr/Fr/OrgId/PstlAdr
007,/AppHdr/Fr/OrgId/Id
008,/AppHdr/Fr/OrgId/Id/PrvtId
009,/AppHdr/Fr/OrgId/CtryOfRes
010,/AppHdr/Fr/OrgId/CtctDtls
011,/AppHdr/Fr/FIId
012,/AppHdr/Fr/FIId/FinInstnId
013,/AppHdr/Fr/FIId/FinInstnId/BICFI
014,/AppHdr/Fr/FIId/FinInstnId/ClrSysMmbId
015,/AppHdr/Fr/FIId/FinInstnId/ClrSysMmbId/ClrSysId
016,/AppHdr/Fr/FIId/FinInstnId/ClrSysMmbId/ClrSysId/Cd
017,/AppHdr/Fr/FIId/FinInstnId/ClrSysMmbId/ClrSysId/Prtry
018,/AppHdr/Fr/FIId/FinInstnId/ClrSysMmbId/MmbId
019,/AppHdr/Fr/FIId/FinInstnId/LEI
020,/AppHdr/Fr/FIId/FinInstnId/Nm
021,/AppHdr/Fr/FIId/FinInstnId/PstlAdr
022,/AppHdr/Fr/FIId/FinInstnId/Othr
023,/AppHdr/Fr/FIId/BrnchId
024,/AppHdr/To
025,/AppHdr/To/OrgId
026,/AppHdr/To/OrgId/Nm
027,/AppHdr/To/OrgId/PstlAdr
028,/AppHdr/To/OrgId/Id
029,/AppHdr/To/OrgId/Id/PrvtId
030,/AppHdr/To/OrgId/CtryOfRes
031,/AppHdr/To/OrgId/CtctDtls
032,/AppHdr/To/FIId
033,/AppHdr/To/FIId/FinInstnId
034,/AppHdr/To/FIId/FinInstnId/BICFI
035,/AppHdr/To/FIId/FinInstnId/ClrSysMmbId
036,/AppHdr/To/FIId/FinInstnId/ClrSysMmbId/ClrSysId
037,/AppHdr/To/FIId/FinInstnId/ClrSysMmbId/ClrSysId/Cd
038,/AppHdr/To/FIId/FinInstnId/ClrSysMmbId/ClrSysId/Prtry
039,/AppHdr/To/FIId/FinInstnId/ClrSysMmbId/MmbId
040,/AppHdr/To/FIId/FinInstnId/LEI
041,/AppHdr/To/FIId/FinInstnId/Nm
042,/AppHdr/To/FIId/FinInstnId/PstlAdr
043,/AppHdr/To/FIId/FinInstnId/Othr
044,/AppHdr/To/FIId/BrnchId
045,/AppHdr/BizMsgIdr
046,/AppHdr/MsgDefIdr
